Identification,MachineType,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_size,.text_alignment,.bss_type,.bss_size,.bss_alignment,.comment_size,.comment_entsize,.data_type,.data_size,.data_alignment,.dynamic_type,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_alignment,.dynstr_type,.dynstr_size,.dynsym_type,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_size,.fini_alignment,.hash_type,.hash_table_index_link,.hash_alignment,.gnu.hash_type,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_alignment,.init_type,.init_size,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_alignment,.interp_type,.interp_size,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_alignment,.shstrtab_size,.strtab_size,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sbss_type,.sbss_flags,.rel.dyn_type,.rel.plt_type,.rel.plt_flags,.got.plt_type,.got.plt_size,.got.plt_entsize,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_OBJECT_STB_WEAK,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,symbol_tab,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,GOT_SIZE,HASH_SIZE,label,Identification_l
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,180512,,64,56,9,64,29,28,PROGBITS,1139251.0,16.0,NOBITS,29312.0,32.0,,,PROGBITS,10326.0,32.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,4947.0,DYNSYM,14226.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,114.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,9216.0,16.0,16.0,PROGBITS,A,144720.0,0.0,32.0,600.0,,,,,,,,,,,,PROGBITS,4630.0,8.0,8.0,1,158,6,1,1,2,1,149,149,0,155,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1224,72,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,44360,,52,32,3,40,16,13,PROGBITS,223492.0,16.0,NOBITS,153490.0,32.0,6528.0,0.0,PROGBITS,1842.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,17250.0,0.0,32.0,273.0,25204.0,34440.0,16.0,15.0,182.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,543,46,307,51,249,306,55,3,86,30,19,4,6,9,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,77788,,52,32,3,40,16,13,PROGBITS,348808.0,16.0,NOBITS,107497074.0,32.0,10632.0,0.0,PROGBITS,2344.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,87828.0,0.0,32.0,273.0,37128.0,73800.0,16.0,15.0,264.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,753,52,421,77,352,429,60,3,127,51,18,4,5,9,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,992,,52,32,3,40,5,4,PROGBITS,21389886436466.0,4.0,NOBITS,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,AMS,100.0,1.0,1.0,48.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,545660,,52,32,5,40,28,25,PROGBITS,4343396.0,16.0,NOBITS,156562.0,32.0,4114.0,0.0,PROGBITS,10262.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,550688.0,0.0,32.0,660.0,209705.0,226692.0,16.0,27.0,913.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2349,236,1576,870,862,1140,276,18,562,286,148,20,22,106,258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1180472,,52,32,3,40,31,28,PROGBITS,9511315.0,32.0,NOBITS,2651272.0,32.0,17808.0,0.0,PROGBITS,159766.0,32.0,,,,,,,,,,,,,,PROGBITS,39.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,132.0,4.0,4.0,,,,,,,,PROGBITS,A,1061776.0,0.0,32.0,850.0,2307952.0,1073504.0,16.0,30.0,834.0,4.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,6635,3048,5113,730,1742,2239,3562,495,1288,319,130,23,19,88,474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,53820,,52,32,3,40,16,13,PROGBITS,272640.0,16.0,NOBITS,153490.0,32.0,8838.0,0.0,PROGBITS,1842.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,30024.0,0.0,32.0,273.0,29217.0,38752.0,16.0,15.0,214.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,610,47,340,66,278,340,56,3,103,42,19,4,6,9,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,25680,,64,56,9,64,29,28,PROGBITS,33670.0,16.0,NOBITS,136.0,32.0,,,PROGBITS,64.0,16.0,DYNAMIC,1348.0,16.0,6.0,8.0,STRTAB,6546.0,DYNSYM,9366.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,146.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,5234.0,16.0,16.0,PROGBITS,A,10312.0,0.0,32.0,600.0,,,,,,,,,,,,PROGBITS,1874.0,8.0,8.0,1,104,3,0,4,4,1,93,93,3,99,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,6,1,27,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,760,92,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,8576,,64,56,9,64,28,27,PROGBITS,4358.0,16.0,NOBITS,333938.0,32.0,,,PROGBITS,22.0,8.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,802.0,DYNSYM,1398.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,100.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,520.0,16.0,16.0,PROGBITS,A,68.0,0.0,4.0,579.0,,,,,,,,,,,,PROGBITS,288.0,8.0,8.0,1,24,2,0,4,4,1,14,14,3,19,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,128,64,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,670544,,64,56,9,64,30,29,PROGBITS,2258982.0,16.0,NOBITS,4736.0,16.0,,,PROGBITS,4246.0,32.0,DYNAMIC,1846.0,16.0,6.0,8.0,STRTAB,170103.0,DYNSYM,169572.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,18464.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,69768.0,16.0,16.0,PROGBITS,A,268136.0,0.0,32.0,626.0,,,,,,,,,,,,PROGBITS,21856.0,8.0,8.0,1,1236,5,0,5,5,1,1221,1221,4,1230,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,18,1,39,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,5568,4820,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,8584,,64,56,9,64,28,27,PROGBITS,4112.0,16.0,NOBITS,64.0,16.0,,,PROGBITS,22.0,8.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,802.0,DYNSYM,1536.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,100.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,548.0,16.0,16.0,PROGBITS,A,96.0,0.0,4.0,579.0,,,,,,,,,,,,PROGBITS,296.0,8.0,8.0,1,25,2,0,4,4,1,15,15,3,20,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,136,64,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,94400,,52,32,3,40,16,13,PROGBITS,348484.0,16.0,NOBITS,107497074.0,32.0,12624.0,0.0,PROGBITS,90212.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,104016.0,0.0,32.0,273.0,37944.0,75300.0,16.0,15.0,275.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,789,53,438,79,368,453,61,3,137,53,18,4,5,9,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,134768,,52,32,8,40,37,34,NOBITS,218769.0,16.0,NOBITS,566.0,32.0,23.0,1.0,NOBITS,261.0,32.0,NOBITS,534.0,8.0,0.0,4.0,NOBITS,6469.0,NOBITS,8594.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,864.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,4.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,6180.0,4.0,16.0,NOBITS,A,74080.0,0.0,32.0,833.0,17811.0,18504.0,16.0,36.0,144.0,4.0,,,NOBITS,NOBITS,A,NOBITS,1124.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,303,0,169,96,127,154,5,0,74,51,12,4,5,3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,360,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,55248,,52,32,3,40,10,9,PROGBITS,332948.0,16.0,NOBITS,5928.0,32.0,,,PROGBITS,264.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,13096.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,78484,,52,32,3,40,16,13,PROGBITS,354088.0,16.0,NOBITS,107497074.0,32.0,12354.0,0.0,PROGBITS,2148.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,95348.0,0.0,32.0,273.0,37234.0,74304.0,16.0,15.0,273.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,765,53,423,83,353,431,61,3,134,57,18,4,5,9,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,98984,,52,32,3,40,16,13,PROGBITS,340768.0,16.0,NOBITS,107497074.0,32.0,12438.0,0.0,PROGBITS,5430.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,,0.0,32.0,273.0,37380.0,74376.0,16.0,15.0,270.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,768,53,429,77,359,437,61,3,128,51,18,4,5,9,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,143220,,52,32,3,40,16,13,PROGBITS,1074710.0,16.0,NOBITS,218262.0,32.0,17448.0,0.0,PROGBITS,99616.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,2132118.0,0.0,32.0,273.0,104051.0,139538.0,16.0,15.0,470.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1382,98,886,200,691,807,105,3,208,93,18,4,4,10,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,69564,,52,32,3,40,16,13,PROGBITS,344598.0,16.0,NOBITS,107497074.0,32.0,10632.0,0.0,PROGBITS,2198.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,69746.0,0.0,32.0,273.0,34692.0,71442.0,16.0,15.0,262.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,732,53,408,75,338,409,61,3,119,49,18,4,5,9,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,138136,,52,32,3,40,16,13,PROGBITS,1050162.0,16.0,NOBITS,218262.0,32.0,17508.0,0.0,PROGBITS,99862.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,2232708.0,0.0,32.0,273.0,104496.0,139890.0,16.0,15.0,472.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1392,98,893,200,698,815,105,3,209,93,18,4,4,10,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,108976,,52,32,3,40,16,13,PROGBITS,397828.0,16.0,NOBITS,156530.0,32.0,12648.0,0.0,PROGBITS,141384.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,136056.0,0.0,32.0,273.0,38245.0,75652.0,16.0,15.0,275.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,799,53,443,78,373,463,61,3,141,52,18,4,5,9,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,61676,,52,32,3,40,10,9,PROGBITS,358274.0,16.0,NOBITS,6.0,32.0,,,PROGBITS,260.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,13448.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,895568,,52,32,5,40,28,25,PROGBITS,6855044.0,32.0,NOBITS,210212.0,32.0,13584.0,0.0,PROGBITS,20996.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1115778.0,0.0,32.0,660.0,1397586.0,534880.0,16.0,27.0,1236.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,5185,1840,3984,1166,1539,1831,2098,227,866,373,245,26,31,188,266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,4408,,64,56,9,64,27,26,PROGBITS,1300.0,16.0,NOBITS,8.0,1.0,,,PROGBITS,22.0,8.0,DYNAMIC,1320.0,16.0,6.0,8.0,STRTAB,896.0,DYNSYM,1152.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,96.0,0.0,5.0,8.0,PROGBITS,35.0,4.0,PROGBITS,WA,296.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,296.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,580.0,,,,,,,,,,,,,,,,1,20,1,0,3,4,1,12,11,3,15,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3,1,27,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,128,60,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,30412,,52,32,7,40,37,34,NOBITS,17522.0,16.0,NOBITS,306.0,32.0,630.0,0.0,NOBITS,36.0,4.0,NOBITS,534.0,8.0,5.0,4.0,NOBITS,1649.0,NOBITS,1796.0,16.0,5.0,1.0,4.0,NOBITS,40.0,4.0,,,,NOBITS,54.0,4.0,4.0,4.0,NOBITS,35.0,4.0,NOBITS,WA,4.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,1622.0,4.0,4.0,NOBITS,A,5174.0,0.0,4.0,823.0,5974.0,8466.0,16.0,36.0,75.0,4.0,,,NOBITS,NOBITS,A,NOBITS,370.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,132,0,58,39,46,54,3,0,24,20,14,4,3,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,36,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,106984,,52,32,3,40,16,13,PROGBITS,0.0,16.0,NOBITS,107497074.0,32.0,12438.0,0.0,PROGBITS,4932.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,271362.0,0.0,32.0,273.0,37410.0,74528.0,16.0,15.0,270.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,770,53,431,77,361,439,61,3,128,51,18,4,5,9,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,12952,,64,56,9,64,29,28,PROGBITS,9829.0,16.0,NOBITS,72.0,32.0,,,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,1075.0,DYNSYM,4224.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,82.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,1600.0,16.0,16.0,PROGBITS,A,1846.0,0.0,8.0,600.0,,,,,,,,,,,,PROGBITS,822.0,8.0,8.0,1,45,3,1,1,2,1,39,39,0,42,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,344,52,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,69596,,52,32,3,40,16,13,PROGBITS,301184.0,16.0,NOBITS,107497074.0,32.0,10632.0,0.0,PROGBITS,2344.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,82498.0,0.0,32.0,273.0,37128.0,73800.0,16.0,15.0,264.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,753,52,421,77,352,429,60,3,127,51,18,4,5,9,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
